FECHA/HORA;Día;Suma-TR-1234-(Kw);TEMPERATURA (C);Feriado;Clientes
1/4/2021 00:00;4;1969603866;16.7;1;318
1/4/2021 01:00;4;1877348955;16.4;1;283
1/4/2021 02:00;4;1842086004;16.5;1;262
1/4/2021 03:00;4;1873070482;15.8;1;262
1/4/2021 04:00;4;1847553018;16;1;254
1/4/2021 05:00;4;1924412581;16;1;261
1/4/2021 06:00;4;1883675191;16.2;1;250
1/4/2021 07:00;4;2177187992;15.2;1;283
1/4/2021 08:00;4;2897483385;14.4;1;357
1/4/2021 09:00;4;3892387846;16.3;1;441
1/4/2021 10:00;4;4678654513;19.6;1;535
1/4/2021 11:00;4;6830355883;21.1;1;786
1/4/2021 12:00;4;8781553574;21.8;1;985
1/4/2021 13:00;4;8533941936;21.9;1;965
1/4/2021 14:00;4;8401914883;21.3;1;955
1/4/2021 15:00;4;8454254932;21.1;1;987
1/4/2021 16:00;4;8361308308;21.6;1;990
1/4/2021 17:00;4;8045063553;21.2;1;934
1/4/2021 18:00;4;8045196476;20.8;1;945
1/4/2021 19:00;4;7929511299;20.6;1;931
1/4/2021 20:00;4;7913715477;20.3;1;943
1/4/2021 21:00;4;5641871674;20;1;707
1/4/2021 22:00;4;339954127;19.9;1;486
1/4/2021 23:00;4;2541106082;19.4;1;405
2/4/2021 00:00;5;205154381;18.7;1;333
2/4/2021 01:00;5;1892789704;18.9;1;276
2/4/2021 02:00;5;1852981161;18.8;1;248
2/4/2021 03:00;5;1912871354;18.5;1;261
2/4/2021 04:00;5;1887858797;18.2;1;249
2/4/2021 05:00;5;181474251;18.4;1;244
2/4/2021 06:00;5;1796361467;18.2;1;236
2/4/2021 07:00;5;2212131566;18.1;1;277
2/4/2021 08:00;5;2605862135;17.6;1;324
2/4/2021 09:00;5;2804510546;18.4;1;349
2/4/2021 10:00;5;3548240967;20.2;1;449
2/4/2021 11:00;5;6764696941;21;1;803
2/4/2021 12:00;5;9359820576;24;1;1058
2/4/2021 13:00;5;9983346329;24.2;1;1128
2/4/2021 14:00;5;9632132607;24.4;1;1105
2/4/2021 15:00;5;9853815536;25;1;1112
2/4/2021 16:00;5;101348119;25.2;1;1167
2/4/2021 17:00;5;9761299934;25;1;1124
2/4/2021 18:00;5;9318962193;23.6;1;1066
2/4/2021 19:00;5;887226963;22;1;1025
2/4/2021 20:00;5;8238444557;21.4;1;978
2/4/2021 21:00;5;6660194139;21;1;797
2/4/2021 22:00;5;3371602224;18.2;1;476
2/4/2021 23:00;5;260982882;18.2;1;411
3/4/2021 00:00;6;2173397624;18.4;0;342
3/4/2021 01:00;6;1883906893;18.4;0;289
3/4/2021 02:00;6;1981196743;18.4;0;274
3/4/2021 03:00;6;1746861262;18.6;0;236
3/4/2021 04:00;6;1826372871;18.7;0;244
3/4/2021 05:00;6;1820840127;18.4;0;246
3/4/2021 06:00;6;1943348233;18;0;254
3/4/2021 07:00;6;3034285841;18.6;0;362
3/4/2021 08:00;6;3186505661;18.8;0;390
3/4/2021 09:00;6;3590161893;19.4;0;427
3/4/2021 10:00;6;5787182641;21.4;0;669
3/4/2021 11:00;6;9311787109;22.4;0;1032
3/4/2021 12:00;6;1074843098;24.9;0;1183
3/4/2021 13:00;6;115513866;26.1;0;1278
3/4/2021 14:00;6;1191910416;26;0;1314
3/4/2021 15:00;6;1074259295;27.2;0;1245
3/4/2021 16:00;6;1088865433;27;0;1260
3/4/2021 17:00;6;102020336;26.6;0;1178
3/4/2021 18:00;6;1002058689;25.4;0;1167
3/4/2021 19:00;6;919284893;23.8;0;1071
3/4/2021 20:00;6;8868867493;23;0;1049
3/4/2021 21:00;6;8129011555;22.1;0;976
3/4/2021 22:00;6;438965142;21.6;0;567
3/4/2021 23:00;6;2867757201;21.2;0;443
4/4/2021 00:00;7;2342933724;20.8;1;357
4/4/2021 01:00;7;1858876173;20.5;0;290
4/4/2021 02:00;7;1851024686;20.4;0;281
4/4/2021 03:00;7;1971252114;19.8;0;286
4/4/2021 04:00;7;1849295379;19.9;0;265
4/4/2021 05:00;7;1842139362;19.6;0;252
4/4/2021 06:00;7;1904088116;19.8;0;244
4/4/2021 07:00;7;1913929619;19.4;0;252
4/4/2021 08:00;7;2465315046;19.7;0;319
4/4/2021 09:00;7;271677963;20.6;0;346
4/4/2021 10:00;7;3553333595;22.5;0;449
4/4/2021 11:00;7;7877430873;23.6;0;902
4/4/2021 12:00;7;9587485886;26.4;0;1100
4/4/2021 13:00;7;112392292;27.2;0;1285
4/4/2021 14:00;7;1107294403;27.8;0;1266
4/4/2021 15:00;7;1112798412;28.2;0;1275
4/4/2021 16:00;7;1110575802;28;0;1273
4/4/2021 17:00;7;1071372715;27.4;0;1262
4/4/2021 18:00;7;1068957638;26.6;0;1242
4/4/2021 19:00;7;1080828564;25.4;0;1246
4/4/2021 20:00;7;9643992996;24;0;1145
4/4/2021 21:00;7;6735642449;23;0;786
4/4/2021 22:00;7;3473413994;22.3;0;500
4/4/2021 23:00;7;263557318;21.6;0;433
5/4/2021 00:00;1;2174505303;21.6;0;376
5/4/2021 01:00;1;1934870958;20.9;0;287
5/4/2021 02:00;1;1935851502;21.3;0;272
5/4/2021 03:00;1;2037232116;21.6;0;274
5/4/2021 04:00;1;1885699083;21.7;0;258
5/4/2021 05:00;1;1816411544;21.7;0;261
5/4/2021 06:00;1;1902560875;21.8;0;257
5/4/2021 07:00;1;2727452134;21.4;0;347
5/4/2021 08:00;1;3368508067;21.7;0;417
5/4/2021 09:00;1;3820051932;22.7;0;458
5/4/2021 10:00;1;7024147977;24.2;0;795
5/4/2021 11:00;1;1000751369;24.8;0;1117
5/4/2021 12:00;1;1096004917;23.8;0;1239
5/4/2021 13:00;1;123587846;24.2;0;1383
5/4/2021 14:00;1;1169520195;25.2;0;1298
5/4/2021 15:00;1;112197121;24.2;0;1260
5/4/2021 16:00;1;1061338898;24.4;0;1225
5/4/2021 17:00;1;108513427;22.2;0;1245
5/4/2021 18:00;1;1048919052;22.8;0;1198
5/4/2021 19:00;1;102250087;22.4;0;1161
5/4/2021 20:00;1;9678498878;21.8;0;1129
5/4/2021 21:00;1;7436592121;21.2;0;909
5/4/2021 22:00;1;391108855;20.2;0;539
5/4/2021 23:00;1;2468952391;19.8;0;399
6/4/2021 00:00;2;2145604469;19.2;0;354
6/4/2021 01:00;2;1903675277;18.8;0;276
6/4/2021 02:00;2;1892205482;18.6;0;261
6/4/2021 03:00;2;1940150293;18.6;0;258
6/4/2021 04:00;2;1900060169;18.8;0;249
6/4/2021 05:00;2;1876320869;18.8;0;255
6/4/2021 06:00;2;1854817381;17.6;0;260
6/4/2021 07:00;2;3010497725;17.4;0;372
6/4/2021 08:00;2;3392558309;18.3;0;419
6/4/2021 09:00;2;3869872768;19;0;452
6/4/2021 10:00;2;4796532145;19.2;0;557
6/4/2021 11:00;2;9084443073;20.7;0;1069
6/4/2021 12:00;2;1040262562;22.4;0;1180
6/4/2021 13:00;2;1064936806;24.2;0;1216
6/4/2021 14:00;2;1114374439;25.3;0;1236
6/4/2021 15:00;2;1125437447;24.7;0;1285
6/4/2021 16:00;2;1120394806;25.2;0;1286
6/4/2021 17:00;2;1097214661;24.9;0;1292
6/4/2021 18:00;2;1037253813;24.2;0;1188
6/4/2021 19:00;2;9481263542;22.2;0;1101
6/4/2021 20:00;2;9172606955;21.3;0;1105
6/4/2021 21:00;2;6186084032;20.5;0;765
6/4/2021 22:00;2;3746003656;20.5;0;533
6/4/2021 23:00;2;2949650635;21.2;0;453
7/4/2021 00:00;3;2617260647;21.7;0;411
7/4/2021 01:00;3;2643478559;21.5;0;346
7/4/2021 02:00;3;2453001841;20.8;0;313
7/4/2021 03:00;3;2568534571;20.2;0;321
7/4/2021 04:00;3;2608178986;19.8;0;322
7/4/2021 05:00;3;2509742579;19.6;0;311
7/4/2021 06:00;3;2513832885;19.9;0;309
7/4/2021 07:00;3;2440239828;20;0;306
7/4/2021 08:00;3;2717789382;20.2;0;339
7/4/2021 09:00;3;3158311591;20.4;0;395
7/4/2021 10:00;3;622504148;20.6;0;737
7/4/2021 11:00;3;8847037601;21.5;0;1025
7/4/2021 12:00;3;9411436729;21.8;0;1059
7/4/2021 13:00;3;937412426;21.9;0;1088
7/4/2021 14:00;3;1042291759;23;0;1200
7/4/2021 15:00;3;1077603577;23.5;0;1233
7/4/2021 16:00;3;1093394581;24.4;0;1287
7/4/2021 17:00;3;1089965233;24;0;1291
7/4/2021 18:00;3;1070249252;23.5;0;1246
7/4/2021 19:00;3;1041051949;22.9;0;1216
7/4/2021 20:00;3;1012073624;22.6;0;1193
7/4/2021 21:00;3;6050470146;22.4;0;769
7/4/2021 22:00;3;4135965263;22;0;591
7/4/2021 23:00;3;2540480896;22;0;417
8/4/2021 00:00;4;2089978077;21.8;0;364
8/4/2021 01:00;4;1946891611;21.2;0;288
8/4/2021 02:00;4;1873916069;21.3;0;250
8/4/2021 03:00;4;1886425064;21.2;0;250
8/4/2021 04:00;4;1927383399;21.4;0;254
8/4/2021 05:00;4;192263396;21.2;0;253
8/4/2021 06:00;4;1868114247;21.4;0;253
8/4/2021 07:00;4;2820158308;21.2;0;367
8/4/2021 08:00;4;3596132407;21.2;0;427
8/4/2021 09:00;4;4012421384;21.4;0;487
8/4/2021 10:00;4;4757337117;22.2;0;599
8/4/2021 11:00;4;6689172869;24;0;840
8/4/2021 12:00;4;1211197147;26.2;0;1433
8/4/2021 13:00;4;1320291916;30.6;0;1497
8/4/2021 14:00;4;1308802864;30.2;0;1517
8/4/2021 15:00;4;1250525066;31.2;0;1448
8/4/2021 16:00;4;1286129196;31.2;0;1488
8/4/2021 17:00;4;1293802719;31.2;0;1505
8/4/2021 18:00;4;1303072277;30.8;0;1510
8/4/2021 19:00;4;1299639645;29.4;0;1492
8/4/2021 20:00;4;1229488998;28.6;0;1424
8/4/2021 21:00;4;8167399893;27.3;0;1059
8/4/2021 22:00;4;4105764441;26;0;596
8/4/2021 23:00;4;2745700046;23.5;0;443
9/4/2021 00:00;5;2200732948;22.2;0;352
9/4/2021 01:00;5;2085195384;22.8;0;304
9/4/2021 02:00;5;203807364;22.3;0;267
9/4/2021 03:00;5;1998020074;22.3;0;268
9/4/2021 04:00;5;1922077347;22.2;0;260
9/4/2021 05:00;5;2045131521;21.4;0;282
9/4/2021 06:00;5;2040092155;21.6;0;267
9/4/2021 07:00;5;3039522489;21;0;378
9/4/2021 08:00;5;3401948241;20.7;0;415
9/4/2021 09:00;5;4685232449;20.5;0;578
9/4/2021 10:00;5;547494915;20.4;0;657
9/4/2021 11:00;5;7452573223;20.5;0;895
9/4/2021 12:00;5;8702004585;20.6;0;1007
9/4/2021 13:00;5;9185426521;20.4;0;1086
9/4/2021 14:00;5;8916989136;20.5;0;1023
9/4/2021 15:00;5;9145681744;20.2;0;1055
9/4/2021 16:00;5;8975538559;20.3;0;1034
9/4/2021 17:00;5;819718935;20.1;0;985
9/4/2021 18:00;5;8604651108;19.8;0;1023
9/4/2021 19:00;5;8127225456;19.7;0;984
9/4/2021 20:00;5;8198803558;19.4;0;989
9/4/2021 21:00;5;6159054322;19.2;0;785
9/4/2021 22:00;5;3532628664;19.2;0;506
9/4/2021 23:00;5;2629314259;19;0;416
10/4/2021 00:00;6;2147797621;18.8;0;332
10/4/2021 01:00;6;1890492611;18.8;0;269
10/4/2021 02:00;6;1836764107;18.6;0;254
10/4/2021 03:00;6;1880045108;18.3;0;256
10/4/2021 04:00;6;1869336585;18;0;253
10/4/2021 05:00;6;1904611313;18;0;252
10/4/2021 06:00;6;1859526567;18.1;0;246
10/4/2021 07:00;6;2835809615;18.1;0;362
10/4/2021 08:00;6;3225397153;18.4;0;396
10/4/2021 09:00;6;3482843012;18.5;0;430
10/4/2021 10:00;6;4574373608;18.6;0;544
10/4/2021 11:00;6;765181797;19.6;0;885
10/4/2021 12:00;6;9510892868;20.5;0;1091
10/4/2021 13:00;6;9803782234;21.6;0;1143
10/4/2021 14:00;6;9861834221;21.7;0;1122
10/4/2021 15:00;6;9865763855;21.7;0;1131
10/4/2021 16:00;6;9859671021;22;0;1176
10/4/2021 17:00;6;9709845982;22;0;1134
10/4/2021 18:00;6;873299469;20.8;0;1021
10/4/2021 19:00;6;7435399942;18.7;0;893
10/4/2021 20:00;6;6853631678;16.6;0;855
10/4/2021 21:00;6;6523791273;15.8;0;799
10/4/2021 22:00;6;405988362;15.6;0;553
10/4/2021 23:00;6;2850021212;15.2;0;422
11/4/2021 00:00;7;2302943031;13.8;0;330
11/4/2021 01:00;7;1964335701;13.6;0;290
11/4/2021 02:00;7;2067371614;12;0;294
11/4/2021 03:00;7;1889447436;11.3;0;282
11/4/2021 04:00;7;194478911;10.8;0;260
11/4/2021 05:00;7;1877237953;10.6;0;256
11/4/2021 06:00;7;1868551911;10.4;0;243
11/4/2021 07:00;7;1929250599;10;0;254
11/4/2021 08:00;7;2393272433;9.4;0;307
11/4/2021 09:00;7;27846553;12.2;0;352
11/4/2021 10:00;7;3616496832;16;0;439
11/4/2021 11:00;7;5235277081;19.2;0;644
11/4/2021 12:00;7;6018304863;21;0;704
11/4/2021 13:00;7;6064319201;22;0;715
11/4/2021 14:00;7;5672832022;22.6;0;688
11/4/2021 15:00;7;5228467388;23.2;0;668
11/4/2021 16:00;7;6438955679;23.6;0;804
11/4/2021 17:00;7;6868881092;23.8;0;850
11/4/2021 18:00;7;7619086494;22.8;0;934
11/4/2021 19:00;7;7120609035;20.4;0;863
11/4/2021 20:00;7;6764400856;17.6;0;848
11/4/2021 21:00;7;4590887032;17;0;618
11/4/2021 22:00;7;3091628479;16.2;0;457
11/4/2021 23:00;7;2385943263;15.8;0;377
12/4/2021 00:00;1;1997763166;15.2;0;298
12/4/2021 01:00;1;1850503763;13.6;0;250
12/4/2021 02:00;1;184769295;12.2;0;233
12/4/2021 03:00;1;1909913691;11;0;230
12/4/2021 04:00;1;1766063992;10.6;0;234
12/4/2021 05:00;1;1773597901;10.2;0;228
12/4/2021 06:00;1;1747564166;9.2;0;225
12/4/2021 07:00;1;2216931663;9;0;280
12/4/2021 08:00;1;2669050754;8.4;0;326
12/4/2021 09:00;1;3458432451;11.4;0;418
12/4/2021 10:00;1;4691989365;16.5;0;539
12/4/2021 11:00;1;6887295823;20.5;0;771
12/4/2021 12:00;1;893756443;22.5;0;1000
12/4/2021 13:00;1;9324172077;23.3;0;1059
12/4/2021 14:00;1;943063673;23.6;0;1076
12/4/2021 15:00;1;9574053555;24.8;0;1093
12/4/2021 16:00;1;9583734913;25;0;1115
12/4/2021 17:00;1;915615675;24.5;0;1084
12/4/2021 18:00;1;8530781269;23;0;1003
12/4/2021 19:00;1;7876137753;21.4;0;944
12/4/2021 20:00;1;7326608658;19.4;0;884
12/4/2021 21:00;1;5449816215;18.4;0;693
12/4/2021 22:00;1;3437493992;16.6;0;475
12/4/2021 23:00;1;2443237839;15.8;0;379
13/4/2021 00:00;2;1998443123;15.6;0;297
13/4/2021 01:00;2;1850437186;14.8;0;241
13/4/2021 02:00;2;1841014404;14.2;0;224
13/4/2021 03:00;2;1792767154;13.5;0;228
13/4/2021 04:00;2;1877700826;12.9;0;233
13/4/2021 05:00;2;1881000419;12.1;0;227
13/4/2021 06:00;2;1747356902;10.5;0;221
13/4/2021 07:00;2;2250459694;10.4;0;271
13/4/2021 08:00;2;3014193135;10.6;0;354
13/4/2021 09:00;2;3550002767;13.8;0;417
13/4/2021 10:00;2;504438153;18;0;590
13/4/2021 11:00;2;7449209213;21;0;866
13/4/2021 12:00;2;8919894638;22.2;0;1043
13/4/2021 13:00;2;1007200569;23.8;0;1155
13/4/2021 14:00;2;1056415421;24.5;0;1207
13/4/2021 15:00;2;1084331333;25;0;1233
13/4/2021 16:00;2;1078644756;25.3;0;1232
13/4/2021 17:00;2;9985526142;24.5;0;1150
13/4/2021 18:00;2;8373723917;23.4;0;977
13/4/2021 19:00;2;7851529837;21.4;0;918
13/4/2021 20:00;2;7139096565;19.8;0;854
13/4/2021 21:00;2;5455167029;18.6;0;680
13/4/2021 22:00;2;3049682636;17.3;0;446
13/4/2021 23:00;2;2363554877;16.5;0;362
14/4/2021 00:00;3;20394877;16;0;294
14/4/2021 01:00;3;1919020443;16;0;264
14/4/2021 02:00;3;175566525;15;0;233
14/4/2021 03:00;3;1920176589;15;0;241
14/4/2021 04:00;3;1851947764;15.6;0;233
14/4/2021 05:00;3;1929619999;15.5;0;245
14/4/2021 06:00;3;1730315431;14.8;0;245
14/4/2021 07:00;3;2150297296;13.9;0;278
14/4/2021 08:00;3;2784649574;13.8;0;349
14/4/2021 09:00;3;3639116977;16.4;0;436
14/4/2021 10:00;3;4187526454;19.2;0;486
14/4/2021 11:00;3;5466299003;21.2;0;646
14/4/2021 12:00;3;9444403305;22.4;0;1067
14/4/2021 13:00;3;1005685022;24.2;0;1160
14/4/2021 14:00;3;1041549309;25;0;1206
14/4/2021 15:00;3;1057446304;26.2;0;1240
14/4/2021 16:00;3;1049524078;25.6;0;1222
14/4/2021 17:00;3;9925030937;25.2;0;1159
14/4/2021 18:00;3;9281248951;23.2;0;1094
14/4/2021 19:00;3;9008143654;22.6;0;1050
14/4/2021 20:00;3;8512909126;21.4;0;1022
14/4/2021 21:00;3;5413881696;20.6;0;709
14/4/2021 22:00;3;3188339846;20;0;469
14/4/2021 23:00;3;2334060279;19.2;0;378
15/4/2021 00:00;4;2084483809;18.6;0;310
15/4/2021 01:00;4;1800411725;17.8;0;246
15/4/2021 02:00;4;1839922343;17.2;0;240
15/4/2021 03:00;4;1811884279;16.4;0;229
15/4/2021 04:00;4;1896377689;15.6;0;243
15/4/2021 05:00;4;1839560636;15;0;231
15/4/2021 06:00;4;1888923963;15;0;244
15/4/2021 07:00;4;2791133238;15.2;0;342
15/4/2021 08:00;4;3415516764;15.3;0;396
15/4/2021 09:00;4;3772665708;18.2;0;470
15/4/2021 10:00;4;627984724;20.5;0;745
15/4/2021 11:00;4;9278730316;23.5;0;1088
15/4/2021 12:00;4;1146206604;26.4;0;1322
15/4/2021 13:00;4;1238234535;28.2;0;1420
15/4/2021 14:00;4;1240801495;28.6;0;1410
15/4/2021 15:00;4;1277382427;29;0;1472
15/4/2021 16:00;4;1280077141;29;0;1470
15/4/2021 17:00;4;1230232716;28.8;0;1434
15/4/2021 18:00;4;1156760284;27.4;0;1364
15/4/2021 19:00;4;1101601757;25.6;0;1300
15/4/2021 20:00;4;1052930637;23.5;0;1227
15/4/2021 21:00;4;8499689608;23.3;0;1007
15/4/2021 22:00;4;3570700458;22.2;0;514
15/4/2021 23:00;4;2353828619;20.7;0;380
16/4/2021 00:00;5;2054341179;19.6;0;318
16/4/2021 01:00;5;171354648;18.7;0;256
16/4/2021 02:00;5;1854632713;18.3;0;240
16/4/2021 03:00;5;1825903248;17.8;0;238
16/4/2021 04:00;5;1835694038;17.4;0;246
16/4/2021 05:00;5;1757531246;17;0;240
16/4/2021 06:00;5;1776773391;16.8;0;220
16/4/2021 07:00;5;2915366912;16.5;0;343
16/4/2021 08:00;5;3347709581;16.4;0;388
16/4/2021 09:00;5;3798201357;17.3;0;459
16/4/2021 10:00;5;4736110425;22.7;0;572
16/4/2021 11:00;5;9028593779;25.5;0;1026
16/4/2021 12:00;5;111013588;27.3;0;1270
16/4/2021 13:00;5;1158063641;28.5;0;1331
16/4/2021 14:00;5;1204096027;28.7;0;1393
16/4/2021 15:00;5;1246189999;29.3;0;1438
16/4/2021 16:00;5;1204254612;29;0;1401
16/4/2021 17:00;5;1180393368;27.4;0;1370
16/4/2021 18:00;5;1046301636;26.5;0;1238
16/4/2021 19:00;5;9964289246;25.7;0;1165
16/4/2021 20:00;5;9565967121;23.6;0;1147
16/4/2021 21:00;5;7855637465;23;0;888
16/4/2021 22:00;5;3447726053;22.4;0;517
16/4/2021 23:00;5;2595804471;21.8;0;412
17/4/2021 00:00;6;22071768;21;0;323
17/4/2021 01:00;6;1913049672;20;0;271
17/4/2021 02:00;6;188078159;20.6;0;251
17/4/2021 03:00;6;1955183364;20.8;0;253
17/4/2021 04:00;6;2009451736;20.3;0;263
17/4/2021 05:00;6;2002121831;19.5;0;256
17/4/2021 06:00;6;193974781;19.3;0;253
17/4/2021 07:00;6;2988563591;19.4;0;356
17/4/2021 08:00;6;3192706592;19.8;0;388
17/4/2021 09:00;6;3646842716;20.8;0;443
17/4/2021 10:00;6;594278856;23.2;0;684
17/4/2021 11:00;6;8300139446;24.7;0;946
17/4/2021 12:00;6;9372670708;25.6;0;1072
17/4/2021 13:00;6;1032721024;27;0;1209
17/4/2021 14:00;6;1074170626;28.4;0;1237
17/4/2021 15:00;6;1025550276;28.6;0;1207
17/4/2021 16:00;6;1036500158;28.8;0;1226
17/4/2021 17:00;6;1041605913;27.4;0;1242
17/4/2021 18:00;6;1006170801;26.6;0;1161
17/4/2021 19:00;6;9470937138;25.4;0;1150
17/4/2021 20:00;6;9151950798;24.1;0;1078
17/4/2021 21:00;6;7839592049;22.9;0;947
17/4/2021 22:00;6;4560434384;21.9;0;603
17/4/2021 23:00;6;2802068622;21.6;0;427
18/4/2021 00:00;7;239022586;21.5;0;345
18/4/2021 01:00;7;2033694762;21.2;0;301
18/4/2021 02:00;7;1821185535;20.8;0;285
18/4/2021 03:00;7;1699104224;20.8;0;278
18/4/2021 04:00;7;1929720861;20.2;0;258
18/4/2021 05:00;7;1919581516;19.8;0;250
18/4/2021 06:00;7;178193473;19.6;0;238
18/4/2021 07:00;7;1896628367;19.6;0;249
18/4/2021 08:00;7;2671831273;19.7;0;339
18/4/2021 09:00;7;3274737275;21.4;0;399
18/4/2021 10:00;7;4081791849;23;0;482
18/4/2021 11:00;7;8064749517;24.9;0;937
18/4/2021 12:00;7;9448629837;25.8;0;1100
18/4/2021 13:00;7;9958206387;26.6;0;1190
18/4/2021 14:00;7;1011467117;26.5;0;1173
18/4/2021 15:00;7;9839888058;28.4;0;1169
18/4/2021 16:00;7;1011887762;27.9;0;1206
18/4/2021 17:00;7;9710985661;27.2;0;1142
18/4/2021 18:00;7;9240411129;26.2;0;1088
18/4/2021 19:00;7;8869781189;25.3;0;1079
18/4/2021 20:00;7;8824422359;24.2;0;1078
18/4/2021 21:00;7;5566583021;23.2;0;775
18/4/2021 22:00;7;329049351;22.2;0;502
18/4/2021 23:00;7;248057614;21.4;0;410
19/4/2021 00:00;1;2091408446;21;0;326
19/4/2021 01:00;1;1889182882;20.4;0;273
19/4/2021 02:00;1;1911845337;19.9;0;255
19/4/2021 03:00;1;1810044397;19.5;0;244
19/4/2021 04:00;1;1837011787;18.7;0;248
19/4/2021 05:00;1;1940701257;18.2;0;253
19/4/2021 06:00;1;1851939335;18;0;248
19/4/2021 07:00;1;2736785685;19.1;0;341
19/4/2021 08:00;1;3402057822;20.6;0;401
19/4/2021 09:00;1;404131422;20.8;0;482
19/4/2021 10:00;1;7294976587;22.5;0;868
19/4/2021 11:00;1;1032755192;23.6;0;1224
19/4/2021 12:00;1;1067747135;23.8;0;1245
19/4/2021 13:00;1;1121326748;24.5;0;1312
19/4/2021 14:00;1;110913623;25.2;0;1249
19/4/2021 15:00;1;103237854;26.4;0;1201
19/4/2021 16:00;1;1044221535;26.6;0;1235
19/4/2021 17:00;1;1030588078;26.8;0;1211
19/4/2021 18:00;1;1003171066;25.8;0;1144
19/4/2021 19:00;1;9281649628;24.5;0;1129
19/4/2021 20:00;1;8930029144;23.8;0;1046
19/4/2021 21:00;1;6424963621;22.7;0;810
19/4/2021 22:00;1;3458129061;22;0;510
19/4/2021 23:00;1;2334796976;21.5;0;382
20/4/2021 00:00;2;2085892295;21.3;0;328
20/4/2021 01:00;2;196919305;21.2;0;278
20/4/2021 02:00;2;1907093381;21.1;0;246
20/4/2021 03:00;2;1852029735;20.7;0;244
20/4/2021 04:00;2;1941781721;20.2;0;257
20/4/2021 05:00;2;1879409679;19.6;0;250
20/4/2021 06:00;2;1861469917;19.4;0;255
20/4/2021 07:00;2;2952569044;19.4;0;360
20/4/2021 08:00;2;3241585101;19;0;385
20/4/2021 09:00;2;3958132408;19;0;460
20/4/2021 10:00;2;5323586738;19.4;0;616
20/4/2021 11:00;2;8900721607;21.4;0;1017
20/4/2021 12:00;2;9248465023;22.2;0;1075
20/4/2021 13:00;2;102190432;23.8;0;1190
20/4/2021 14:00;2;1038863766;26.2;0;1190
20/4/2021 15:00;2;1019682514;27.2;0;1199
20/4/2021 16:00;2;1053782009;27.4;0;1237
20/4/2021 17:00;2;100758382;26.9;0;1188
20/4/2021 18:00;2;9670981674;25.7;0;1146
20/4/2021 19:00;2;9644698505;24.4;0;1141
20/4/2021 20:00;2;9587595654;23.9;0;1147
20/4/2021 21:00;2;7859801769;22.4;0;969
20/4/2021 22:00;2;3299197266;23;0;488
20/4/2021 23:00;2;2360616324;22.6;0;399
21/4/2021 00:00;3;2048432243;22.3;0;319
21/4/2021 01:00;3;1858852435;21.6;0;269
21/4/2021 02:00;3;1877144985;21.1;0;250
21/4/2021 03:00;3;1812899969;20.2;0;247
21/4/2021 04:00;3;1856788038;19.8;0;250
21/4/2021 05:00;3;1789531982;20.2;0;239
21/4/2021 06:00;3;1853894627;20.3;0;240
21/4/2021 07:00;3;2938580432;20;0;352
21/4/2021 08:00;3;3301622735;19.8;0;399
21/4/2021 09:00;3;3758290869;19;0;441
21/4/2021 10:00;3;5236474;21;0;619
21/4/2021 11:00;3;7708027725;22;0;932
21/4/2021 12:00;3;9098727951;24;0;1094
21/4/2021 13:00;3;9859160919;25;0;1191
21/4/2021 14:00;3;1022997246;26.3;0;1192
21/4/2021 15:00;3;8604381104;26.8;0;993
21/4/2021 16:00;3;7236172142;17;0;857
21/4/2021 17:00;3;682974844;16.5;0;833
21/4/2021 18:00;3;6862365561;17.1;0;825
21/4/2021 19:00;3;713450696;17.4;0;863
21/4/2021 20:00;3;7087772789;17.6;0;857
21/4/2021 21:00;3;5689099989;17.4;0;699
21/4/2021 22:00;3;3845616939;17.4;0;523
21/4/2021 23:00;3;2842873666;16.4;0;417
22/4/2021 00:00;4;2455887898;15.5;0;345
22/4/2021 01:00;4;2379519503;15.4;0;294
22/4/2021 02:00;4;2389835322;14.6;0;285
22/4/2021 03:00;4;2318482754;14;0;282
22/4/2021 04:00;4;2326166103;13.4;0;292
22/4/2021 05:00;4;2399202961;13;0;297
22/4/2021 06:00;4;2330939252;14.5;0;291
22/4/2021 07:00;4;2799848595;15.6;0;327
22/4/2021 08:00;4;3544182653;16.5;0;397
22/4/2021 09:00;4;419795384;16.2;0;477
22/4/2021 10:00;4;4861163774;18.5;0;584
22/4/2021 11:00;4;7185484886;19.3;0;846
22/4/2021 12:00;4;8054009647;21;0;916
22/4/2021 13:00;4;8480621967;22;0;970
22/4/2021 14:00;4;8717285919;23.2;0;1013
22/4/2021 15:00;4;8816628571;23.7;0;1029
22/4/2021 16:00;4;8605190086;23.6;0;1026
22/4/2021 17:00;4;1001451532;22.6;0;1190
22/4/2021 18:00;4;9527740803;21.6;0;1115
22/4/2021 19:00;4;9137250404;20.4;0;1079
22/4/2021 20:00;4;8857484903;20.2;0;1028
22/4/2021 21:00;4;690979454;18.9;0;837
22/4/2021 22:00;4;4947787037;18.7;0;630
22/4/2021 23:00;4;3594439719;18.6;0;505
23/4/2021 00:00;5;3161790923;18.4;0;409
23/4/2021 01:00;5;2434209232;18.2;0;312
23/4/2021 02:00;5;2176510847;17.7;0;278
23/4/2021 03:00;5;2237311304;17.6;0;272
23/4/2021 04:00;5;2271340513;17.4;0;273
23/4/2021 05:00;5;2206973795;17.6;0;269
23/4/2021 06:00;5;2253326192;17.5;0;275
23/4/2021 07:00;5;3221668043;17.8;0;372
23/4/2021 08:00;5;4310056254;18;0;489
23/4/2021 09:00;5;52328792;18.4;0;598
